Timestamp,Prediction
1727624539,ObstructiveApnea
1727624539,NormalSleep
1727624540,NormalSleep
1727624540,NormalSleep
1727624540,NormalSleep
1727624540,ObstructiveApnea
1727624540,NormalSleep
1727624540,NormalSleep
1727624540,NormalSleep
1727624540,NormalSleep
